filmtv_id;directors;genre;year;nb_comedy_real;nb_drama_real
4284;Mel Brooks;0;1974;2;0
4285;Jerry Belson;0;1989;0;0
4286;Steno;0;1984;63;1
4287;Sergio Corbucci;0;1980;16;2
4288;Nanni Loy;0;1983;11;1
4289;Mario Bonnard;0;1956;7;6
4292;Sydney Pollack;1;1986;2;5
4293;George Marshall;0;1949;2;1
4295;Elliot Nugent;0;1947;0;0
4296;Henry Koster;1;1952;6;1
4297;Claude Miller;1;1983;0;2
4299;FranÃ§ois Truffaut;1;1969;1;2
4301;Jack Cardiff;0;1962;0;1
4302;Don Weis;0;1963;0;0
4305;Richard Sale;0;1951;1;0
4306;Steno;0;1958;17;1
4309;Tinto Brass;0;1964;1;0
4309;Luigi Comencini;0;1964;12;3
4309;Mauro Bolognini;0;1964;7;7
4310;Frank Tashlin;0;1966;11;0
4311;Henry King;1;1959;0;9
4312;Lasse HallstrÃ¶m;1;1985;0;0
4321;Blake Edwards;0;1985;20;2
4324;Garson Kanin;0;1940;1;0
4326;Blake Edwards;0;1983;18;2
4328;Willard Huyck;0;1984;0;0
4330;Barry Levinson;1;1984;1;0
4332;Liliana Cavani;1;1974;0;2
4333;Carlo Vanzina;1;1991;14;2
4334;Alain Tanner;1;1974;0;1
4336;RenÃ© Clair;0;1931;1;0
4337;Don Chaffey;1;1966;1;0
4338;Mitchell Leisen;0;1935;0;0
4340;Philippe De Broca;0;1990;6;1
4342;Max Neufeld;0;1938;0;0
4343;Lina WertmÃ¼ller;0;1972;2;0
4350;Susumu Hani;1;1971;0;0
4351;Giorgio Bianchi;0;1962;15;3
4352;James B. Clark;0;1963;0;0
4353;Stanley Donen;0;1967;8;0
4354;Marino Girolami;0;1960;4;0
4355;Robert Z. Leonard;0;1956;0;2
4359;Melville Shavelson;0;1963;1;0
4360;Anthony Asquith;1;1944;0;0
4363;Luigi Comencini;0;1974;19;4
4365;Renato Castellani;1;1948;0;2
4371;GÃ©rard Lauzier;0;1991;0;0
4376;Edouard Molinaro;0;1969;4;0
4378;Irving Pichel;1;1948;0;2
4385;Mario MattÃ²li;0;1954;32;7
4386;Mario Soldati;1;1945;3;3
4388;Michael Radford;1;1987;0;1
4389;Paul Schrader;1;1985;0;2
4390;Pal Sandor;1;1988;0;0
4391;Duilio Coletti;0;1950;0;4
4395;Leo McCarey;0;1958;6;1
4398;Roland JoffÃ©;1;1986;0;1
4400;Richard Loncraine;0;1981;0;0
4404;George Englund;1;1962;0;0
4409;Walter Hill;0;1986;2;2
4410;Alan Parker;1;1988;2;3
4411;Mira Nair;1;1990;0;1
4413;Stan Dragoti;0;1983;1;0
4416;Peter Greenaway;1;1982;0;0
4424;Luciano De Crescenzo;0;1985;1;0
4425;Jonathan Mostow;1;1991;0;0
4430;Spike Lee;1;1990;1;1
4434;Luigi Comencini;0;1958;7;2
4435;Gian Luigi Polidoro;0;1964;1;0
4436;Wesley Ruggles;0;1937;1;1
4440;Antonio Roman;0;1961;0;0
4441;Leonardo De Mitri;0;1956;1;1
4442;Gian Luigi Polidoro;0;1968;3;0
4443;Michele Massimo Tarantini;0;1980;7;0
4444;Sergio Martino;0;1980;5;1
4445;Damiano Damiani;1;1969;1;5
4448;George Stevens;0;1943;5;2
4449;Mario Camerini;0;1948;7;8
4451;King Vidor;0;1940;1;6
4452;Hugh Hudson;1;1981;0;0
4455;Sergio Corbucci;0;1963;4;1
4458;Luigi Capuano;1;1959;0;6
4461;Richard Quine;1;1960;3;0
4463;Jean Negulesco;0;1954;1;8
4465;Gianni Franciolini;1;1953;4;4
4467;Ettore Scola;1;1982;11;2
4469;George Roy Hill;0;1982;4;1
4470;Charles Chaplin;0;1921;3;0
4471;Carlo Borghesio;0;1950;4;0
4476;Howard Hawks;0;1952;5;10
4479;Jacques Tati;0;1971;4;0
4480;Charles Chaplin;1;1947;7;3
4484;Gene Nelson;0;1964;0;0
4487;Jerzy Skolimowski;1;1982;2;6
4495;Tom McLoughlin;1;1991;0;0
4497;Sandro Franchina;1;1968;0;0
4502;Luchino Visconti;1;1971;3;9
4508;Charles Laughton;1;1955;0;0
4510;Volker SchlÃ¶ndorff;1;1985;0;4
4511;Mario Martone;1;1992;0;0
4514;Bertrand Tavernier;1;1980;0;0
4515;Roger Young;1;1981;0;0
4517;Sheldon Larry;1;1992;0;0
4525;Sergio Grieco;0;1952;0;0
4526;Jacques Deray;1;1978;1;2
4527;Paul Mazursky;0;1984;5;2
4528;Vladimir Mensov;0;1981;0;0
4533;Richard Dembo;1;1983;0;0
4534;Dino Risi;0;1963;14;1
4535;Marvin Chomsky;1;1986;0;0
4538;Luigi Zampa;1;1977;20;7
4539;Jeremy Kagan;0;1989;1;0
4541;Barry Shils;0;1991;0;0
4545;John Cornell;0;1988;0;0
4548;James Ivory;1;1990;0;6
4549;Danny Huston;0;1988;0;0
4550;Frank Capra;0;1939;7;2
4553;Alberto Lattuada;1;1949;0;4
4557;RenÃ© ClÃ©ment;1;1949;0;0
4558;Marco Risi;1;1991;3;3
4560;Costa-Gavras;1;1989;0;7
4562;Ingmar Bergman;1;1947;0;1
4563;Stefano Benni;0;1989;0;0
4563;Umberto Angelucci;0;1989;0;0
4565;Roberto D'Agostino;0;1992;0;0
4567;Stephen Frears;1;1985;0;1
4569;Donald Petrie;0;1988;0;0
4571;Seth Holt;1;1965;0;1
4572;Robert Scheerer;0;1973;0;0
4574;Eduardo De Filippo;0;1953;3;2
4577;Alfonso Brescia;1;1981;6;5
4581;Michael Powell;1;1947;2;3
4581;Emeric Pressburger;1;1947;2;1
4584;Antonio Pietrangeli;0;1958;3;1
4590;Harold Ramis;0;1983;1;0
4591;Oliver Stone;1;1990;0;3
4593;Jerzy Skolimowski;1;1985;2;7
4594;Richard Murphy;0;1960;0;0
4599;Luciano Odorisio;0;1989;2;1
4603;Blake Edwards;0;1991;26;2
4605;Martin Ritt;1;1957;0;0
4608;Bruno Corbucci;0;1970;8;0
4610;Vittorio Cottafavi;1;1955;1;4
4618;Bernard L. Kowalski;1;1978;0;0
4619;Aldo Grimaldi;0;1967;0;0
4624;Renato Castellani;1;1958;2;5
4625;Max OphÃ¼ls;1;1949;1;7
4626;Clarence Brown;1;1949;4;8
4629;Paul Mazursky;1;1989;8;2
4631;Gianni Puccini;0;1959;3;0
4635;Castellacci & Pingitore;0;1976;0;0
4639;Sidney Poitier;0;1980;1;1
4644;Henry King;1;1953;0;6
4646;Martin Scorsese;0;1989;1;7
4646;Francis Ford Coppola;0;1989;3;6
4646;Woody Allen;0;1989;14;3
4647;Tony Cookson;0;1991;0;0
4648;Henry Hathaway;1;1953;0;9
4650;Stephen Smoke;1;1991;0;0
4650;Joseph Mehri;1;1991;0;0
4651;Bob Clark;0;1984;3;1
4655;Jacques Demy;0;1974;1;3
4656;Garry Marshall;0;1986;2;0
4659;Sergio Corbucci;0;1989;27;2
4665;Marcello Fondato;0;1970;1;1
4672;Giorgio Bianchi;0;1958;7;3
4673;Marcello Ciorciolini;0;1968;1;0
4674;Lodovico Gasparini;0;1982;0;0
4674;Lello Arena;0;1982;0;0
4679;Dino Risi;0;1971;27;1
4680;Pierre Granier-Deferre;1;1973;0;2
4681;M. Girolami;0;1952;0;0
4681;V. Metz;0;1952;0;0
4681;M. Marchesi;0;1952;0;0
4683;Guido Brignone;1;1952;4;7
4684;Giorgio Simonelli;0;1959;13;2
4685;Alfred J. Goulding;0;1940;0;0
4686;Maurizio Ponzi;0;1987;4;1
4687;Goffredo Alessandrini;1;1942;0;3
4695;E.B. Clucher (Enzo Barboni);0;1984;3;0
4696;Giuseppe De Santis;1;1950;0;2
4700;Krzysztof Kieslowski;1;1988;0;5
4702;Malcolm Mowbray;0;1990;0;0
4704;Ralph Levy;0;1965;1;0
4705;Filippo Walter Ratti;0;1953;0;1
4706;Howard Deutch;0;1988;1;0
4709;Arthur Hiller;0;1989;13;3
4712;Norman Jewison;0;1964;2;0
4714;Giorgio Simonelli;0;1943;1;0
4715;Cameron Crowe;0;1989;0;0
4716;Berto Pelosso;0;1989;0;0
4721;Neil Jordan;0;1989;0;2
4727;Sergio Corbucci;0;1980;16;2
4729;Carlo Ludovico Bragaglia;0;1942;3;1
4730;Martha Coolidge;0;1984;1;0
4732;Robert Wise;1;1958;1;5
4734;William Peter Blatty;1;1980;0;0
4736;Dino Risi;0;1957;4;0
4738;Martin Ritt;1;1979;1;8
4749;Michelangelo Antonioni;1;1961;0;6
4750;Sam Wood;0;1935;0;1
4751;Mauro Bolognini;1;1959;6;0
4752;Ronald Neame;0;1981;6;4
4754;Lina WertmÃ¼ller;0;1986;8;1
4755;John Cassavetes;1;1980;1;6
4756;Anatole Litvak;1;1967;1;6
4758;IstvÃ¡n SzabÃ³;1;1988;0;1
4766;John Huston;1;1964;0;6
4767;Hector Olivera;1;1986;0;0
4769;Paolo Taviani;1;1982;1;6
4769;Vittorio Taviani;1;1982;1;6
4771;Randolph Cohlan;1;1991;0;0
4776;David Miller;0;1949;0;0
4778;Federico Fellini;1;1956;3;2
4781;Adrian Lyne;1;1986;0;1
4788;William A. Wellman;0;1937;0;9
4799;Giuseppe Tornatore;0;1988;0;1
4802;Luigi Magni;0;1988;8;4
4807;Nikita Mikhalkov;0;1980;0;2
4810;William Wyler;1;1951;0;9
4818;Marco Bellocchio;1;1982;0;5
4820;Giuliano Montaldo;1;1987;1;5
4823;Castellano & Pipolo;0;1990;17;0
4826;Sergio Martino;0;1983;10;1
4828;Nikita Mikhalkov;0;1987;1;3
4834;Fred Zinnemann;1;1948;0;1
4836;Marco Ferreri;0;1965;3;0
4836;Eduardo De Filippo;0;1965;10;3
4836;Luciano Salce;0;1965;6;0
4838;Melville Shavelson;0;1972;3;0
4841;Gillo Pontecorvo;1;1979;0;4
4842;Alberto Lattuada;0;1976;10;13
4845;Giorgio Bianchi;0;1960;12;3
4846;Clive Donner;1;1982;3;0
4848;Curtis Bernhardt;1;1955;1;3
4849;Hal Ashby;1;1979;2;2
4853;Liliana Cavani;1;1982;0;6
4854;Jonathan Wacks;0;1989;0;0
4868;William Wyler;1;1940;0;4
4871;Dino Risi;0;1965;19;1
4884;Paul Vecchiali;1;1988;0;2
4886;Nelo Risi;1;1970;0;2
4888;Riccardo Pazzaglia;0;1961;0;0
4889;John Huston;0;1985;1;14
4891;Luigi Zampa;0;1947;0;0
4892;Mariano Laurenti;0;1981;25;0
4894;Joe Roth;0;1990;1;0
4898;Blake Edwards;0;1970;10;2
4914;Vincente Minnelli;0;1945;0;0
4919;Giorgio Mariuzzo;0;1977;1;0
4924;Franco Giraldi;0;1972;3;0
4927;Mario MattÃ²li;0;1941;8;1
4929;Luciano Salce;0;1963;4;0
4932;Karel Kachyna;0;1970;0;0
4933;Jean Negulesco;1;1953;0;6
4935;Marcel Camus;1;1959;0;0
4939;Robert Z. Leonard;1;1940;0;1
4949;Carlo Lizzani;1;1961;1;4
4950;Klaus Maria Brandauer;1;1989;0;0
4958;John Landis;0;1991;9;0
4959;Garry Marshall;0;1982;0;0
4968;Jonathan Sanger;1;1992;0;0
4972;Alan J. Pakula;1;1987;1;3
4975;Orson Welles;1;1952;1;3
4980;Garry Marshall;0;1987;3;0
4981;Eloy De La Iglesia;1;1983;0;0
4985;Robert Boris;0;1984;0;0
4989;Vincente Minnelli;0;1950;2;0
4991;Francis Ford Coppola;1;1972;1;1
4992;Francis Ford Coppola;1;1974;1;2
4993;Francis Ford Coppola;1;1990;4;6
4996;Rod Daniel;0;1991;3;0
4997;Philip Dunne;1;1961;0;2
5005;Ken Finkleman;0;1985;1;0
5009;David Zucker;0;1988;3;0
5010;Nanni Moretti;0;1989;3;2
5013;Dino Risi;0;1955;1;0
5014;Luigi Comencini;0;1954;3;1
5015;Luigi Comencini;0;1954;3;1
5016;Giorgio Capitani;0;1977;4;2
5017;Giuliano Carnimeo;0;1964;0;0
5017;George Sherman;0;1964;0;0
5020;Larry Peerce;1;1976;1;2
5021;Blake Edwards;0;1963;5;2
5022;Blake Edwards;0;1983;18;2
5023;Blake Edwards;0;1976;12;2
5024;Flavio Mogherini;0;1975;2;0
5025;Marco Vicario;0;1973;3;0
5027;Vincente Minnelli;0;1951;3;0
5028;Emir Kusturica;0;1985;1;0
5029;Jean Negulesco;0;1955;2;8
5031;Richard Fleischer;0;1987;2;7
5032;Blake Edwards;0;1966;8;2
5034;Arthur Hiller;0;1982;9;1
5037;Vincent McEveety;0;1971;0;0
5038;Franklin J. Schaffner;1;1973;0;3
5040;Bruno Paolinelli;0;1956;0;0
5044;Sergio Nasca;0;1982;0;3
5046;Ron Howard;0;1989;4;0
5052;Gerd Oswald;0;1958;0;0
5053;Douglas Day Stewart;1;1989;0;1
5054;Antonio Pietrangeli;1;1963;5;2
5055;Sidney Lumet;1;1957;0;0
5057;Nanni Loy;0;1957;0;0
5057;Gianni Puccini;0;1957;0;0
5062;Carlo Vanzina;1;1988;14;0
5063;Nikita Mikhalkov;1;1976;0;0
5065;Mario Amendola;0;1974;17;1
5069;David Lean;1;1984;3;5
5070;Cary Medoway;0;1985;0;0
5072;Guido Brignone;1;1935;0;0
5074;Renato Rascel;0;1953;0;0
5076;Jean-Luc Godard;1;1982;4;12
5078;Ettore Scola;1;1981;11;1
5082;Carl Theodor Dreyer;1;1928;1;5
5085;Richard Wallace;1;1943;0;0
5087;Christian-Jaque;1;1964;2;4
5089;Steno;0;1979;52;1
5090;David Steinberg;0;1981;0;0
5093;Victor Saville;0;1937;0;0
5094;Mariano Laurenti;0;1974;11;0
5102;Nando Cicero;0;1983;12;0
5104;Philip Dunne;1;1956;0;0
5108;Margarethe Von Trotta;1;1988;0;3
5111;Martin Ritt;1;1987;2;9
5113;Bryan Forbes;0;1969;1;2
5114;John Hughes;0;1986;3;0
5115;Mel Brooks;0;1981;6;0
5116;Zane Buzby;0;1986;0;0
5117;Mick Jackson;0;1991;0;0
5118;Mark L. Lester;0;1986;0;1
5119;David Anspaugh;1;1988;1;0
5120;Lorenzo Doumani;0;1989;0;0
5123;Harold Becker;0;1985;0;2
5125;King Vidor;1;1949;3;6
5126;Alessandro Blasetti;0;1954;5;5
5127;Robert Bolt;1;1972;0;0
5131;Tiziano Longo;0;1976;1;0
5132;Marcel CarnÃ©;1;1958;1;8
5134;Amleto Palermi;1;1940;3;1
5135;George Cukor;0;1940;4;6
5139;Francis Ford Coppola;0;1986;2;5
5140;Liliana Cavani;1;1981;0;5
5141;Bille August;1;1988;0;0
5142;Sidney Lumet;1;1960;0;1
5146;Arthur Hiller;0;1966;2;0
5148;Aldo Grimaldi;0;1969;1;0
5149;Massimo Troisi;0;1991;5;0
5153;Pasquale Squitieri;1;1985;1;7
5154;Pedro AlmodÃ³var;0;1980;0;0
5155;Mario MattÃ²li;0;1957;38;8
5158;Mino Giarda;1;1976;0;0
5164;Sam Wood;1;1943;5;2
5166;Jim Abrahams;0;1986;2;0
5166;David Zucker;0;1986;2;0
5166;Jerry Zucker;0;1986;2;0
5168;John G. Avildsen;1;1988;4;3
5173;Mauro Bolognini;1;1975;13;14
5180;Michael Gordon;0;1963;3;2
5183;Michele Lupo;0;1964;0;0
5187;Flavio Mogherini;0;1978;4;0
5188;Karel Smyczek;1;1987;0;0
5191;Gene Quintano;0;1989;0;0
5194;Alan J. Pakula;1;1974;0;1
5196;Vincent McEveety;0;1972;1;0
5198;George Stevens;1;1952;6;4
5201;James Bridges;0;1985;1;3
5210;Ivan Reitman;0;1986;3;0
5214;Gian Luigi Polidoro;0;1974;5;0
5216;Terry Jones;0;1986;1;0
5218;Charles Crichton;0;1988;2;1
5221;Esodo Pratelli;1;1941;0;0
5224;Blake Edwards;0;1989;25;2
5225;Giulio Petroni;0;1960;1;0
5228;Daniel Mann;1;1955;0;1
5230;Alexander Mackendrick;0;1967;3;1
5233;Paolo Nuzzi;0;1974;0;1
5234;Roberto Bianchi Montero;0;1959;2;2
5236;Mario Monicelli;0;1987;36;6
5237;Ray Austin;0;1984;0;0
5244;Steno;0;1955;12;1
5246;David Butler;0;1935;0;0
5248;Anson Williams;0;1989;0;0
5250;George Cukor;1;1933;0;2
5254;Etienne Perier;1;1989;0;0
5255;Ricky Tognazzi;0;1989;0;0
5256;Alan Parker;0;1976;0;0
5259;Oreste Biancoli;1;1938;0;0
5260;Gianni Amelio;1;1979;0;2
5262;Mervyn LeRoy;1;1931;0;0
5263;Ray Ashley;0;1953;0;0
5263;Morris Engel;0;1953;0;0
5263;Ruth Orkin;0;1953;0;0
5269;Mario Soldati;1;1941;2;0
5271;Gregory La Cava;1;1940;6;3
5273;Robert Bresson;1;1959;0;3
5274;Peter Weir;1;1975;1;0
5275;E.B. Clucher (Enzo Barboni);0;1991;4;0
5277;Carlo Vanzina;0;1991;14;2
5278;Steno;0;1975;45;1
5280;Steno;0;1978;50;1
5281;Marino Girolami;0;1982;32;2
5282;Marino Girolami;0;1981;30;2
5284;Sandro Metz;0;1981;0;0
5285;Giuliano Carnimeo;0;1981;8;2
5287;William Wyler;1;1951;0;9
5288;Peter Yates;0;1973;1;0
5293;Luciano Salce;0;1960;0;0
5295;Cy Endfield;1;1957;0;0
5297;Elia Kazan;1;1949;0;3
5300;Curtis Bernhardt;1;1953;1;2
5305;Vincente Minnelli;0;1948;1;0
5307;Mario MattÃ²li;0;1940;6;1
5315;Jacques Deray;1;1968;0;0
5316;William Dieterle;1;1954;3;6
5317;Norman Tokar;0;1972;5;1
5339;Pasquale Festa Campanile;0;1982;23;4
5340;Mario MattÃ²li;0;1953;29;7
5341;Luigi Zampa;0;1950;2;1
5342;Giuseppe Colizzi;0;1973;0;0
5343;John Ford;1;1939;0;8
5351;Damiano Damiani;1;1985;1;11
5353;Norman Panama;0;1954;0;1
5353;Melvin Frank;0;1954;0;1
5357;Steve Rash;0;1987;0;0
5365;Michele Massimo Tarantini;0;1979;5;0
5366;Steno;0;1974;43;1
5367;Bob Clark;0;1989;6;1
5372;Martha Coolidge;0;1988;3;0
5379;Sergio Corbucci;0;1980;16;2
5380;William Friedkin;0;1978;1;3
5385;John Landis;0;1983;4;0
5387;Edouard Niermans;1;1987;0;0
5392;Neri Parenti;0;1985;6;0
5393;Giorgio Capitani;0;1987;9;2
5394;Mario MattÃ²li;0;1949;16;7
5396;Nicholas Meyer;0;1985;0;0
5401;Mariano Laurenti;0;1985;33;0
5402;Franco Rossi;0;1974;6;4
5403;Bob Clark;0;1983;1;1
5405;James Komack;0;1985;0;0
5408;David Greene;1;1967;0;0
5410;Daniele Luchetti;1;1991;1;0
5411;Gianni Amelio;1;1990;1;5
5412;Douglas Jackson;1;1993;0;0
5414;Liliana Cavani;1;1974;0;2
5418;Bob Rafelson;1;1981;0;3
5419;George Stevens;1;1951;6;3
5425;Irving Cummings;0;1936;1;0
5426;Maurice Tourneur;0;1917;0;0
5427;Dino Risi;0;1956;3;0
5428;Dino Risi;0;1958;6;0
5429;Pasquale Festa Campanile;0;1983;26;5
5430;Sidney Lumet;1;1986;1;14
5432;Gabriel Axel;0;1987;0;0
5433;Richard Brooks;1;1956;0;4
5448;Norman Z. McLeod;0;1946;2;0
5449;Pasquale Squitieri;1;1977;0;3
5450;Woody Allen;0;1969;0;0
5452;Henry Koster;0;1963;9;3
5453;Jean-Luc Godard;1;1983;4;13
5457;Pietro Germi;0;1952;0;3
5461;Carlo Mazzacurati;1;1989;0;1
5462;Louis Malle;1;1978;3;6
5465;Cecil B. DeMille;1;1915;0;0
5466;Melvin Frank;1;1952;0;0
5466;Norman Panama;1;1952;0;0
5467;Mimi Leder;1;1992;0;0
5468;Joseph Anthony;1;1959;2;0
5469;Richard A. Colla;1;1990;0;0
5471;Stephen Frears;1;1987;0;2
5473;Henri-Georges Clouzot;1;1968;1;7
5473;Robert MÃ©nÃ©goz;1;1968;0;0
5477;Melvin Frank;1;1975;4;1
5480;Alessandro Blasetti;0;1950;3;5
5483;Martin Brest;0;1988;2;0
5485;Paul Newman;1;1968;0;0
5486;Renato Castellani;0;1949;0;4
5493;Christopher Cain;1;1987;0;0
5495;John Landis;0;1988;8;0
5497;Gianni Grimaldi;0;1970;4;0
5501;William Keighley;0;1937;0;0
5502;Laurence Olivier;0;1957;0;3
5507;Hal Walker;0;1952;4;0
5515;Noel Nosseck;1;1993;0;1
5517;Lamont Johnson;1;1975;0;2
5522;Bruno Corbucci;0;1973;16;0
5524;Luciano Salce;0;1969;13;0
5525;Michael Winner;1;1972;1;1
5530;Bruce Geller;0;1973;0;0
5535;Robert Stevenson;0;1961;0;3
5543;Dino Risi;1;1974;32;1
5546;Michael Apted;0;1987;1;1
5548;Mario Monicelli;1;1954;7;1
5549;Luigi Comencini;0;1948;0;0
5553;David Greene;1;1987;0;5
5557;Mario Camerini;1;1941;7;3
5560;Ciro Ippolito;1;1982;0;1
5562;Marcello Fondato;1;1968;0;0
5564;Herbert Ross;0;1984;8;1
5567;Frank Pierson;1;1990;0;1
5569;Federico Fellini;1;1978;4;6
5572;Herbert Ross;0;1972;2;0
5573;Sergio Martino;0;1987;16;1
5575;Alain Resnais;1;1977;0;6
5576;Mario Soldati;1;1952;6;6
5577;Fielder Cook;0;1968;0;0
5577;Ronald Neame;0;1968;3;4
5581;Steno;0;1961;26;1
5584;Marco Bellocchio;1;1965;0;0
5585;Daniele D'Anza;0;1961;1;0
5588;Philip Dunne;1;1958;0;1
5592;Richard C. Sarafian;1;1971;0;0
5593;Biagio Proietti;0;1986;1;0
5594;Gianni Grimaldi;0;1969;2;0
5601;Carlo Ludovico Bragaglia;0;1950;13;1
5602;Walter Hill;0;1982;0;1
5606;Delmer Daves;1;1961;0;7
5609;Jonathan Demme;0;1987;2;1
5611;Henry Jaglom;0;1987;1;1
5612;Bryan Forbes;1;1965;0;0
5615;Faliero Rosati;1;1988;0;0
5618;Carl Franklin;1;1991;0;0
5622;Giorgio Bianchi;0;1967;21;3
5625;Jean-Claude Tramont;1;1986;1;0
5628;Steno;0;1981;56;1
5629;Billy Wilder;0;1955;5;4
5631;Pasquale Festa Campanile;0;1971;7;2
5635;Paul Wendkos;1;1987;0;0
5636;Robert Greenwald;1;1984;0;0
5638;Gilbert Cates;1;1988;2;2
5644;Silvano Agosti;1;1987;0;1
5645;RenÃ© Clair;1;1957;8;1
5646;Mario Soldati;0;1944;2;3
5648;Orson Welles;1;1941;1;0
5650;Paul Verhoeven;1;1983;0;1
5652;Henry Hathaway;1;1951;0;7
5654;Ferruccio Cerio;0;1952;0;0
5658;Robert Wise;1;1957;0;4
5661;Ralph Thomas;0;1954;0;0
5663;Carlo Ludovico Bragaglia;0;1963;25;3
5665;Jack Smight;0;1980;3;1
5667;Howard Zieff;0;1989;5;0
5670;Guglielmo Giannini;0;1943;0;0
5671;Jean Negulesco;1;1948;0;2
5672;Alan Alda;1;1980;0;0
5677;Ken Annakin;0;1965;1;1
5678;Gillo Pontecorvo;1;1968;0;3
5679;Mario Soldati;0;1949;3;6
5683;Herbert Ross;0;1982;6;1
5684;Mariano Laurenti;0;1972;6;0
5688;Robert B. Sinclair;0;1948;0;0
5689;Sidney Lumet;1;1975;0;9
5690;Romano Scandariato;0;1986;1;0
5692;Marino Girolami;0;1959;3;0
5699;Delmer Daves;0;1963;0;8
5704;Peter Timm;0;1991;0;0
5707;Luigi Magni;0;1976;4;1
5707;Luigi Comencini;0;1976;20;5
5707;Nanni Loy;0;1976;7;1
5711;Giorgio Mariuzzo;0;1969;0;0
5714;Victor SjÃ¶strÃ¶m;1;1924;0;2
5715;Robert Stevenson;0;1976;8;3
5716;Richard Thorpe;0;1965;4;2
5717;Jean-Luc Godard;1;1962;1;1
5718;Robert Wise;0;1957;0;4
5724;Renato Castellani;0;1967;4;7
5727;Alberto Negrin;1;1991;0;0
5729;Roy Boulting;0;1966;0;0
5731;Sergio Corbucci;0;1983;21;2
5732;W.S. Van Dyke;0;1939;1;2
5733;Stanley Kramer;0;1963;0;5
5737;Sidney Lumet;1;1976;0;10
5738;Mervyn LeRoy;1;1951;0;8
5741;Bill Duke;0;1991;0;0
5746;Gianni Franciolini;0;1955;7;5
5748;Woody Allen;0;1987;13;1
5750;Luciano Salce;0;1980;27;0
5753;Michael Gordon;0;1965;5;2
5755;Luigi Zampa;0;1957;10;4
5756;Claude Autant-Lara;1;1957;2;4
5757;Robert Wise;1;1962;1;6
5758;George Cukor;0;1954;11;11
5763;James W. Horne;0;1936;2;0
5763;Charles Rogers;0;1936;1;0
5764;Luigi Comencini;1;1963;12;2
5765;George Seaton;1;1954;2;0
5771;Pasquale Festa Campanile;1;1982;23;4
5773;Luciano Emmer;0;1960;6;1
5774;Boris Sagal;0;1966;0;0
5775;Charles Walters;0;1962;5;0
5779;Marino Girolami;0;1961;6;0
5781;Norman Tokar;0;1977;8;1
5783;Luigi Zampa;0;1955;8;4
5785;Julien Temple;0;1988;0;0
5792;Robert Shaye;0;1990;0;0
5793;Sergio Corbucci;1;1959;0;0
5797;Robert Mulligan;1;1960;0;0
5804;Lisa Gottlieb;0;1985;0;0
5805;Joseph Losey;0;1948;0;0
5811;Luigi Comencini;1;1987;24;9
5812;Castellano & Pipolo;0;1984;11;0
5816;Marco Risi;0;1983;1;0
5818;FranÃ§ois Truffaut;1;1969;1;2
5822;Milos Forman;1;1981;4;1
5823;Barry Levinson;1;1989;3;1
5826;Akira Kurosawa;1;1985;0;11
5838;Jean-Marie Straub;1;1983;0;2
5838;DaniÃ¨le Huillet;1;1983;0;2
5840;Charles Vidor;1;1954;1;3
5842;Carlo Vanzina;0;1983;6;0
5843;Guido Leoni;0;1957;0;0
5844;Guido Leoni;0;1958;1;0
5846;Maurizio Nichetti;0;1979;0;0
5848;Mario Bonnard;0;1945;6;2
5849;Sidney Lanfield;0;1951;0;0
5855;J. Lee Thompson;1;1963;1;2
5859;Duilio Coletti;1;1961;2;5
5863;Michael Miller;1;1985;1;0
5866;Alfred Hitchcock;1;1940;2;8
5868;Jacques Rivette;1;1988;1;8
5869;Bethamy Rooney;1;1991;0;0
5871;Don Taylor;1;1981;0;0
5876;Warren Beatty;1;1981;1;0
5878;Rouben Mamoulian;1;1933;0;0
5887;Erich Von Stroheim;1;1928;0;3
5890;William A. Seiter;0;1936;3;0
5894;Stephen Frears;1;1988;0;4
5896;Castellacci & Pingitore;0;1976;0;0
5903;Alessandro Blasetti;0;1931;0;0
5904;Rolf Hansen;1;1958;0;0
5905;Tom Mankiewicz;0;1987;0;0
5906;Tony Scott;1;1989;1;0
5908;Hugh Hudson;1;1985;0;1
5911;Michael Chapman;1;1983;0;0
5914;Osvaldo Civirani;0;1967;0;1
5916;Alex Segal;1;1956;0;0
5921;Elaine May;0;1971;0;0
5922;Sergio Martino;0;1982;9;1
5923;Irving Cummings;0;1935;0;0
5931;Massimo Troisi;0;1981;0;0
5933;JoÃ£o CÃ©sar Monteiro;1;1989;1;1
5936;Gino Bramieri;0;1977;0;0
5936;Walter Chiari;0;1977;0;0
5936;Pino Caruso;0;1977;0;0
5936;Marco Aleandri;0;1977;0;0
5937;Bruno Corbucci;0;1967;3;0
5939;Ken Loach;0;1990;0;1
5941;John Huston;1;1967;0;8
5942;Philip Ridley;1;1990;0;0
5943;Carmine Gallone;1;1946;0;5
5944;Sergio Corbucci;0;1987;25;2
5945;Bruno Corbucci;0;1988;36;0
5945;Giorgio Capitani;0;1988;11;2
5946;Damiano Damiani;0;1963;0;2
5953;Raffaello Matarazzo;1;1956;7;10
5955;Mario Monicelli;0;1960;13;2
5961;Penny Marshall;1;1990;2;0
5965;Alan Clarke;0;1986;0;0
5967;JosÃ© Ferrer;1;1961;0;0
5989;Julien Duvivier;0;1952;0;6
5997;Albert Lewin;1;1945;0;1
5998;William Dieterle;1;1948;2;2
6000;Michael Miller;0;1982;0;0
6001;Mino Guerini;0;1971;0;0
6002;Henry Cornelius;0;1953;0;0
