filmtv_id;directors;genre;year;nb_comedy_real;nb_drama_real
23677;Jean-Luc Godard;1;2002;7;17
23677;Jiri Menzel;1;2002;2;2
23677;Michael Radford;1;2002;0;4
23677;Volker SchlÃ¶ndorff;1;2002;0;8
23677;IstvÃ¡n SzabÃ³;1;2002;0;4
23680;Andrey Konchalovskiy;1;2002;1;9
23681;Patrice Leconte;1;2002;4;3
23706;Giada Colagrande;1;2002;0;0
23775;Alain Chabat;0;2002;1;0
23782;Paul Antier;1;2002;0;0
23783;Rob Minkoff;0;2002;1;0
23785;Martyn Burke;0;2002;0;2
23789;Pawel Pawlikowski;1;2000;0;0
23791;Osvaldo Civirani;0;1971;1;2
23792;Erik Fleming;0;1999;0;0
23794;Milos Forman;0;1971;3;0
23797;Paul Weitz;0;2002;2;0
23797;Chris Weitz;0;2002;2;0
23798;Peter Gilbert;1;2002;0;0
23805;Michael Switzer;1;2000;0;6
23806;Claude Autant-Lara;1;1947;0;0
23811;Riccardo Freda;1;1956;0;6
23814;Sam Henry Kass;0;1996;0;0
23815;Joel Schumacher;0;2002;2;4
23817;Matteo Garrone;1;2002;0;3
23818;AugustÃ­n DÃ­az Yanes;0;2001;0;0
23820;Mimmo Calopresti;1;2002;0;3
23821;Osvaldo Civirani;0;1971;1;2
23824;Edouard Molinaro;0;1973;6;0
23825;Mario Soldati;0;1956;8;9
23827;Andrea Bianchi;0;1973;0;0
23828;Enzo Di Gianni;0;1963;1;0
23837;Giuseppe La Rosa;1;1998;0;0
23838;Mario MattÃ²li;0;1951;22;7
23839;Peter Brook;1;1960;0;0
23870;Vicente Aranda;1;2001;1;4
23871;Gianluca GrecoÂ ;0;2001;0;0
23873;Brian G. Hutton;1;1965;0;0
23876;Robert Malenfant;1;2001;0;0
23878;Romano Scavolini;1;1968;0;0
23885;Doug Ellin;0;1998;0;0
23887;Stefano Incerti;1;2001;1;2
23888;Bertrand Tavernier;0;2001;3;7
23890;Jan Sverak;1;2001;0;1
23893;LaetitiaÂ Colombani;0;2002;0;0
23896;Walter Lang;0;1944;1;0
23904;Jerzy Skolimowski;0;1967;0;3
23905;Paulo Rocha;1;1998;0;0
23906;Emil Lotjanu;1;1972;0;0
23907;Emil Lotjanu;1;1976;0;1
23908;Roberto Locci;1;1993;0;0
23912;Peter Care;0;2002;0;0
23914;Tom Tykwer;1;2002;0;2
23915;Daniel Algrant;1;2002;0;0
23916;Jean Boyer;0;1957;0;0
23920;Roberto Benigni;0;2002;5;1
23922;Mark Steilen;0;1999;0;0
23927;Robert Aldrich;1;1955;0;0
23928;Douglas Barr;1;2001;0;2
23933;Zhang Yimou;0;2000;1;8
23935;Mario MattÃ²li;0;1939;4;1
23944;Spike Lee;0;2000;4;6
23951;Garin Nugroho;1;1998;0;0
23953;Callie Khouri;0;2002;0;0
23954;FranÃ§ois Ozon;0;2001;1;3
23958;Noah Baumbach;0;1997;1;0
23962;Lino Capolicchio;1;2002;0;0
23964;Claude Lelouch;1;1969;2;2
23967;Francis Ford Coppola;1;1983;2;3
23970;FranÃ§ois Truffaut;1;1978;5;7
23971;Martin Bell;1;1999;0;1
23974;Enrico Pau;1;2002;0;0
23977;Gianfranco Angelucci;0;1981;0;0
23983;Hou Hsiao-hsien;1;1995;0;5
23984;Hou Hsiao-hsien;1;1996;0;6
23985;Sergej Paradzanov;1;1964;0;4
23986;Andreas Dresen;1;2002;0;0
23987;Michel Blanc;0;2001;1;0
23988;Brian Levant;0;2002;5;0
23994;Michele Mellara;0;2002;0;0
23994;Alessandro Rossi;0;2002;0;0
23995;Carlo Vanzina;0;2002;29;3
24006;Eduardo Tartaglia;0;2002;0;0
24007;Carlo Mazzacurati;0;2001;2;5
24008;TerryÂ Zwigoff;0;2001;0;0
24019;Adam Park;0;1997;0;0
24030;Anthony Asquith;0;1960;2;4
24031;Francesco Falaschi;0;2002;0;0
24034;Rolf de Heer;1;2000;0;3
24035;Sabina Guzzanti;0;2001;0;0
24037;Walerian Borowczyk;1;1975;0;0
24052;Roger Kumble;0;2002;0;1
24053;Petter NÃ¦ss;0;2002;0;0
24057;Luca Barbareschi;0;2002;0;1
24059;Phillip Noyce;1;2002;0;1
24061;Rose Troche;1;2001;2;0
24064;Dario Migliardi;0;2002;0;0
24065;BÃ©la Tarr;1;2000;0;7
24068;Jay Roach;0;2002;4;0
24069;Joel Zwick;0;2002;0;0
24072;Michael Lembeck;0;2002;0;0
24073;Francisco J. Lombardi;0;1999;0;0
24074;Roberto Burchielli;0;2001;0;0
24075;David Anspaugh;0;2002;3;1
24081;Jesse Vaughan;0;2002;0;0
24082;Ron Underwood;0;2002;3;0
24085;Teresa Villaverde;1;2002;0;0
24089;Hubert Marischka;0;1943;0;0
24089;Giuseppe Fatigati;0;1943;0;0
24090;Darren Aronofsky;1;2000;0;1
24095;John Farrow;1;1954;0;4
24099;Aldo Baglio;0;2002;3;0
24099;Giovanni Storti;0;2002;3;0
24099;Giacomo Poretti;0;2002;0;0
24099;Massimo Venier;0;2002;3;0
24103;John Shepphird;0;2001;0;0
24112;Arlene Sanford;0;1998;0;0
24114;Dave Payne;0;1998;0;0
24130;Mark Jean;0;2000;0;1
24135;Neri Parenti;0;2002;28;0
24136;Aurelio Grimaldi;1;2002;1;4
24144;Michael Corrente;1;1995;0;0
24151;Maurizio Zaccaro;1;2000;1;4
24156;Amy Heckerling;0;1984;1;0
24157;Luigi Magni;0;2002;10;6
24158;Adrian Lyne;1;2002;0;6
24161;Giles Foster;0;2000;0;0
24167;BÃ©la Tarr;1;1988;0;5
24169;Ali Khamraev;1;1998;0;0
24174;Catherine Breillat;0;2002;0;2
24175;Malcolm St. Clair;0;1944;2;0
24183;Pier Francesco Pingitore;0;2002;12;0
24184;Jerry Schatzberg;1;1971;1;0
24185;Andy Tennant;0;2002;2;1
24190;George Stevens;0;1938;3;0
24195;Frantisek CÃ¡p;1;1957;0;0
24197;Anatole Litvak;1;1947;0;3
24199;Carlo Verdone;0;2002;17;0
24200;Robert Rodriguez;0;2002;2;0
24201;Dover Koshashvili;0;2001;0;0
24204;Antonello Grimaldi;0;2002;2;0
24208;Craig Shapiro;0;2001;1;0
24210;George Stevens;1;1948;6;2
24218;Michael Almereyda;0;1990;0;0
24219;Gary Winick;0;2002;0;1
24220;Steven Spielberg;0;2002;1;5
24221;Martin Scorsese;1;2002;2;10
24223;Roberto Faenza;1;2002;0;3
24224;Luca Mazzieri;1;2002;1;0
24224;Marco Mazzieri;1;2002;1;0
24227;Mario Bonnard;0;1939;3;0
24228;Nagisa Oshima;1;1983;1;8
24230;Mike Figgis;0;2001;0;6
24235;Andrzej Munk;1;1963;0;1
24244;MarÃ­a Ripoll;0;2001;0;0
24245;CÃ©dric Klapisch;0;2002;2;0
24246;Franco Rossi;1;1960;1;0
24248;Etienne Chatiliez;0;1988;0;0
24249;Peter Kosminsky;1;2002;0;1
24250;Massimo Martelli;0;2002;2;0
24251;Xiaogang Feng;0;2001;0;0
24252;Brad Silberling;1;2002;0;0
24253;Alexander Payne;0;2002;2;0
24265;Gabriele Muccino;1;2003;3;0
24269;Timothy Hutton;1;1998;0;0
24272;Betty Thomas;0;2002;3;1
24273;Harold Ramis;0;2002;7;0
24274;Claude Chabrol;1;2003;4;19
24275;Nanni Moretti;0;1981;2;0
24277;George Clooney;1;2002;0;0
24279;Alan Parker;1;2003;4;6
24280;Spike Lee;1;2002;5;6
24281;Gabriele Salvatores;1;2003;6;2
24283;Hella Joof;0;2001;0;0
24284;Michael Winterbottom;1;2002;0;6
24285;Patrice ChÃ©reau;1;2003;0;1
24286;Megan Simpson Huberman;1;1993;0;0
24288;Yasujiro Ozu;1;1930;1;0
24289;Yasujiro Ozu;0;1930;1;0
24290;Yasujiro Ozu;0;1937;5;10
24295;Ezio Greggio;0;1999;2;0
24298;Ugo Tognazzi;0;1961;0;0
24299;Curtis Hanson;1;2002;1;1
24302;Bruce McCulloch;0;2002;2;0
24304;Peter Howitt;0;2003;1;0
24305;Kevin Donovan;0;2002;0;0
24306;Miguel Arteta;1;2002;0;0
24312;Rob Sitch;0;2000;1;0
24313;Yasujiro Ozu;1;1951;6;16
24314;Silvano Agosti;1;1970;0;0
24316;Marc Lawrence II;0;2002;0;0
24321;Duilio Coletti;1;1952;1;4
24322;Gregory C. Haynes;0;2000;0;0
24332;Yvan Attal;0;2001;0;0
24335;Ottorino Franco Bertolini;1;1959;0;0
24335;Victor Merenda;1;1959;0;0
24337;Georg Tressler;1;1959;0;0
24338;Marco Bellocchio;1;1984;0;6
24341;P. J. Hogan;0;2002;0;0
24342;Phillip Noyce;1;2002;0;1
24343;Ferzan Ãzpetek;1;2003;0;3
24346;SÃ©bastien Lifshitz;1;1999;0;0
24347;Yasujiro Ozu;1;1934;5;6
24357;Tamara Jenkins;0;1998;0;0
24358;Raja Amari;1;2002;0;0
24360;Carlos Carrera;1;2002;0;0
24367;DaniÃ¨le Thompson;0;2002;1;0
24368;Patricia Cardoso;0;2002;0;0
24370;Francesco Patierno;1;2003;0;0
24371;Giacomo Ciarrapico;0;2003;0;0
24373;Pasquale Squitieri;1;2002;1;10
24374;Paul Mazursky;0;1996;10;3
24375;Marco Filiberti;1;2003;0;0
24378;Yasujiro Ozu;1;1942;6;11
24382;Giorgio Walter Chili;1;1954;0;0
24384;Henri Calef;1;1953;0;0
24386;Fernando LeÃ³n de Aranoa;1;2002;0;1
24387;MemÃ© Perlini;1;1996;0;0
24389;Yasujiro Ozu;1;1941;6;10
24390;Claude Chabrol;1;1962;0;3
24392;Michael Lehmann;0;1998;3;1
24394;Michael Caton-Jones;1;2002;1;2
24395;Coline Serreau;0;2001;4;0
24397;Leo McCarey;0;1944;4;0
24407;Preston Sturges;0;1940;0;0
24408;Jean Becker;1;1996;1;0
24412;Luca Vendruscolo;0;2003;0;0
24413;Maria Sole Tognazzi;0;2003;0;0
24414;Giorgio Moser;1;1963;0;0
24420;Ferdinando Vicentini Orgnani;1;2003;0;1
24421;Yamina Bachir-Chouikh;1;2002;0;0
24432;Wayne Wang;0;2002;4;3
24433;Daniele Luchetti;0;2003;2;2
24436;Yee Chin-yen;1;2002;0;0
24439;Paolo Modugno;1;2002;0;0
24440;Claudio Guerin Hill;0;1972;0;0
24441;Mario Costa;1;1955;0;4
24443;Giorgio Ferroni;0;1943;0;0
24445;Akira Kurosawa;1;1957;0;6
24446;Paul Schrader;1;2002;0;8
24453;Yasujiro Ozu;1;1932;4;2
24454;Amir Naderi;1;2002;1;3
24459;Piero SciumÃ¨;1;1970;0;0
24460;Isidro Ortiz;1;2001;0;0
24460;La Fura dels Baus;1;2001;0;0
24463;Gianfranco Albano;1;2002;0;2
24466;Malcolm St. Clair;0;1945;3;0
24467;Alfred L. Werker;0;1942;0;0
24470;Julio Medem;1;2001;0;1
24471;Sven Taddicken;1;2002;0;0
24475;Kira Muratova;1;1978;0;3
24476;Gianfranco Albano;1;2002;0;2
24477;Alain Jessua;1;1997;0;2
24479;Amos Kollek;1;1994;1;1
24483;Donald Petrie;0;2003;8;0
24484;Walt Becker;0;2002;0;0
24486;Michael Corrente;1;2000;0;2
24507;John Boorman;1;1998;2;3
24518;Christopher Leitch;1;2001;2;3
24520;Leonardo Ricagni;1;2002;0;0
24523;Cindy Sherman;0;1997;0;0
24533;Orson Welles;1;1968;1;6
24541;Yasujiro Ozu;1;1933;5;3
24543;Sophie Marceau;1;2002;0;0
24547;Fernando Meirelles;1;2002;0;0
24549;David M. Evans;0;2000;1;0
24551;Carlo Vanzina;0;2002;29;3
24554;Alessandro Capone;0;1997;5;0
24560;Blair Treu;0;2000;1;0
24564;Guru Dutt;1;1957;0;0
24565;William Wyler;1;1936;0;0
24568;Samira Makhmalbaf;1;2003;0;3
24569;Kiyoshi Kurosawa;1;2002;0;1
24570;Hector Babenco;1;2003;0;2
24571;Lars von Trier;1;2003;0;6
24572;Raoul Ruiz;0;2003;1;7
24573;Paulo Rocha;1;2000;0;1
24576;Albino Principe;0;1958;0;0
24579;Piero Sanna;1;2002;0;0
24580;Jonathan Demme;0;2002;4;3
24582;Claude Miller;1;2003;1;6
24583;AndrÃ© TÃ©chinÃ©;1;2003;1;5
24584;Olivier Assayas;1;1993;0;1
24586;Gus Van Sant;1;2003;1;5
24589;Denys Arcand;1;2003;1;3
24590;Clint Eastwood;1;2003;2;4
24591;Aleksandr Sokurov;1;2003;0;10
24592;Vincent Gallo;1;2003;1;0
24595;Bertrand Bonello;1;2003;0;1
24598;Nuri Bilge Ceylan;1;2003;0;0
24599;Michael Haneke;1;2002;0;5
24602;Yasujiro Ozu;1;1947;6;12
24605;Bob Dolman;0;2002;0;0
24608;Edmond T. GrÃ©ville;1;1960;0;0
24611;Alan Prince (Albino Principe);1;1970;0;0
24613;Nello Correale;0;2003;0;0
24614;Lucio Pellegrini;1;2003;2;0
24616;Antonio Morabito;1;2001;0;0
24618;Renzo Martinelli;1;2003;0;3
24619;Wolfgang Becker;0;2003;0;0
24625;Dennis Dugan;0;2003;6;0
24629;FabiÃ¡n Bielinsky;0;2000;0;0
24631;Bruno Barreto;0;2003;3;2
24638;Bill Bennett;1;2001;1;1
24640;JoÃ£o CÃ©sar Monteiro;1;2002;4;3
24642;Guy Ritchie;0;2002;0;0
24644;Jordan Brady;0;2002;1;0
24645;Denzel Washington;1;2002;0;0
24648;Andrei Tarkovsky;1;1974;0;4
24654;Giuseppe Ferlito;1;2003;0;1
24655;Paolo Angelini;0;2001;0;0
24661;Dario D'Ambrosi;1;2003;0;0
24663;Edoardo Gabbriellini;0;2003;0;0
24664;Tom Reeve;0;2001;0;0
24666;Costanza Quatriglio;0;2003;0;0
24667;Tom Shadyac;0;2003;3;0
24671;Yasujiro Ozu;1;1933;5;3
24672;Jacques Tati;0;1967;3;0
24674;Henri Verneuil;0;1959;1;0
24675;Joe Camp;0;1980;0;0
24676;Alberto Simone;0;2002;0;2
24679;Mario MattÃ²li;0;1943;10;3
24688;Edward Burns;0;1998;2;0
24691;Giorgio Ferrara;0;2003;1;0
24693;Malcolm D. Lee;0;2002;1;0
24694;Peter Segal;0;2003;4;0
24696;David Mackenzie;1;2003;0;0
24700;Yasujiro Ozu;1;1936;5;9
24701;Rossella Izzo;1;2002;2;0
24702;Neil Kinsella;1;2002;0;0
24704;Alessandro Paci;0;2003;1;0
24706;Anthony Russo;0;2001;0;0
24706;Joe Russo;0;2001;0;0
24715;Luca D'Ascanio;0;2002;1;0
24716;Majid Majidi;1;2001;0;0
24717;Abderrahmane Sissako;1;2002;0;0
24727;Edmond Budina;1;2002;0;0
24728;Fabio Conversi;1;2002;0;1
24745;Guy Green;1;1956;0;0
24758;Giovanni Albanese;0;2001;0;0
24759;Yasujiro Ozu;1;1931;3;1
24762;Tiziana Aristarco;0;2001;0;0
24766;Paul Ziller;1;2001;0;1
24774;Marco Tullio Giordana;1;2003;1;6
24779;Adam Shankman;0;2003;1;0
24790;Yasujiro Ozu;1;1948;6;13
24795;David McNally;0;2003;1;0
24796;Patrice Leconte;0;1987;0;0
24798;Gil Junger;0;2001;1;0
24799;Kevin Smith;0;1999;3;0
24800;Piero Ballerini;0;1943;1;0
24802;Carlos Sorin;0;2002;2;0
24806;Nicholas Ray;1;1950;0;1
24824;Giuliano Montaldo;1;1969;1;1
24828;Larry Shaw;0;2002;0;2
24832;Oliver Dommenget;0;2002;0;0
24838;Patrick Read Johnson;0;2001;2;0
24841;Piergiorgio Gay;1;2000;0;0
24849;Alexander Rogozhkin;1;2002;0;3
24850;Blair Treu;0;2001;2;0
24852;Fred Schepisi;0;2001;5;2
24853;Sandra Goldbacher;1;2001;0;1
24858;Liliana Cavani;1;1985;0;7
24864;Michael Miller;1;2001;2;2
24871;Robert Ellis Miller;0;1992;2;2
24872;Alf SjÃ¶berg;1;1944;0;0
24878;Lance Hool;1;1999;0;0
24879;Ingmar Bergman;0;1954;0;8
24880;Ingmar Bergman;1;1953;0;6
24881;Alvin Ganzer;0;1953;0;0
24881;F. Hugh Herbert;0;1953;0;0
24883;Alain BerbÃ©rian;0;2002;1;0
24883;Frederic Forestier;0;2002;0;0
24885;Yasujiro Ozu;0;1958;6;19
24886;Dorothy Arzner;0;1940;0;1
24889;Hall Bartlett;1;1963;0;0
24893;Lars von Trier;1;1988;0;1
24898;Lars von Trier;1;1991;0;2
24907;Luke Greenfield;0;2001;0;0
24910;Lars von Trier;1;1987;0;0
24956;John Cromwell;1;1941;3;4
24983;Daisy von Scherler Mayer;0;2002;2;0
24984;Susanne Bier;1;2002;0;0
24985;Tim Story;0;2002;0;0
24990;William Dear;0;2000;2;0
25009;RÃ©mi Waterhouse;0;2002;0;0
25010;Sturla Gunnarsson;0;2001;0;0
25012;Guido Brignone;0;1939;0;2
25029;Julian Chojnacki;1;2001;0;0
25039;Vittorio Caprioli;0;1961;0;0
25040;Pier Francesco Pingitore;0;1999;11;0
25041;David M. Evans;0;2001;2;0
25044;John Sayles;1;2002;1;8
25045;Pete Jones;1;2002;0;0
25046;Charles Stone III;1;2002;0;0
25048;Chris Rock;0;2003;0;0
25053;Charles Lamont;0;1953;2;0
25056;Charles Lamont;0;1950;0;0
25058;Charles Lamont;0;1953;2;0
25060;Charles Lamont;0;1955;4;0
25062;Ismail Merchant;1;1999;0;1
25069;James Keach;1;2001;0;1
25072;Mary Lambert;1;2000;0;2
25073;Peter Medak;1;1986;1;0
25078;Mark Waters;0;2001;1;0
25083;Dennie Gordon;0;2001;0;0
25085;Albert J. Dunk;0;1999;0;0
25085;Alex Zamm;0;1999;0;0
25090;Enrico Oldoini;1;2001;13;0
25091;Reggie Rock Bythewood;1;2002;0;0
25092;Tom Brady;0;2002;0;0
25093;Radu Mihaileanu;0;2002;1;0
25097;Simon Langton;1;1999;0;0
25099;Fred Schepisi;0;2003;6;2
25100;Todd Phillips;0;2003;1;0
25101;Patrick Alessandrin;0;2001;0;0
25110;Jia Zhang-ke;1;1997;0;0
25111;Yasujiro Ozu;1;1933;5;3
25112;Yasujiro Ozu;1;1935;5;8
25113;Jay Chandrasekhar;0;2001;0;0
25117;Rossella Izzo;0;1997;1;0
25120;John Schultz;0;2002;1;0
25122;Francisco Lara Polop;1;1974;0;0
25128;Arnaud Desplechin;1;2000;0;1
25131;Craig Shapiro;0;2000;0;0
25132;Marco Bellocchio;1;2003;0;14
25134;Paolo Benvenuti;1;2003;0;3
25137;Bruno Dumont;1;2003;0;2
25139;Amos Gitai;1;2003;0;9
25140;Christopher Hampton;1;2003;0;1
25144;Margarethe Von Trotta;1;2002;0;6
25147;M. Night Shyamalan;0;1998;0;0
25151;David Trueba;0;1996;0;0
25155;RenÃ© Clair;1;1950;7;0
25156;Alejandro GonzÃ¡lez IÃ±Ã¡rritu;1;2003;0;2
25159;Edoardo Winspeare;1;2003;0;2
25160;Michael Winterbottom;1;2003;1;7
25162;Manoel de Oliveira;1;2003;4;14
25164;Andrej Zvyagintsev;1;2003;0;0
25166;Woody Allen;0;2003;29;4
25167;Robert Benton;1;2003;1;3
25168;Bernardo Bertolucci;1;2003;0;16
25169;Joel Coen;0;2003;3;0
25170;FranÃ§ois Dupeyron;1;2003;0;0
25171;James Ivory;1;2003;0;11
25172;Jim Jarmusch;0;2003;4;3
25175;Ridley Scott;0;2003;0;3
25176;Troy Miller;0;2003;0;0
25181;Sofia Coppola;0;2003;0;1
25184;Khyentse Norbu;0;2003;1;0
25185;Jacques Rivette;1;1960;0;0
25190;Pen-ek Ratanaruang;1;2003;0;0
25191;Ralf Gregan;1;2001;0;0
25193;Raoul Ruiz;0;2003;1;7
25196;Dervis Zaim;1;2003;0;0
25197;Hiner Saleem;0;2003;0;0
25198;Michael Schorr;0;2003;0;0
25200;Dennie Gordon;0;2003;1;0
25203;Dwight H. Little;1;2001;0;0
25206;Babak Payami;1;2003;1;0
25209;Salvatore Mereu;1;2003;0;0
25221;Jim Fall;0;2003;1;0
25230;Salvatore Piscicelli;1;2003;1;4
25231;Guy Jenkin;1;2002;0;0
25232;Katherine Lindberg;1;2001;0;0
25233;Damiano Damiani;1;2002;1;16
25234;Claude Miller;1;2001;1;5
25238;Valerie Breiman;0;2000;0;0
25247;Michael Radford;1;2002;0;4
25250;Karen Moncrieff;1;2002;0;0
25259;Penelope Buitenhuis;1;2002;0;0
25262;Roger Kumble;1;2002;0;1
25273;Claudio Bonivento;0;2000;0;1
25274;AndrÃ© Colbert (Luciano Ercoli);1;1974;0;0
25277;Aldo Grimaldi;0;1972;3;0
25278;RenÃ© ClÃ©ment;1;1952;0;2
25280;AndrÃ© Cayatte;1;1960;0;5
25289;Satyajit Ray;1;1964;0;5
25291;Luciano Emmer;1;2003;7;2
25295;Massimo Martella;1;1997;0;1
25299;Emilio Martinez-Lazaro;0;2002;0;0
25305;Shawn Levy;0;2003;1;0
25307;Alessandro Di Robilant;1;2003;1;1
25309;Elem Klimov;1;1985;3;2
25310;Lindsay Anderson;1;1968;0;1
25314;Daniele D'Anza;0;1967;2;0
25319;Michael Hoffman;0;2002;4;1
25320;Rainer Werner Fassbinder;1;1980;2;19
25325;Nigel Cole;0;2002;1;0
25327;Vittorio De Seta;1;1972;0;1
25330;Bob Clark;0;1999;7;1
25331;Robert Allen Schnitzer;1;1970;0;0
25332;Zabou Breitman;0;2001;0;0
25333;Daniele D'Anza;0;1967;2;0
25334;Vincent Eagle (Vincenzo Dell'Aquila);0;1967;0;0
25341;Carlos Saura;1;1983;0;3
25343;Xavier Giannoli;1;2003;0;0
25344;Ed Solomon;1;2003;0;0
25345;Alessandro Piva;0;2003;1;0
25347;Jesse Dylan;0;2003;0;0
25348;Sandro Lucidi;0;1981;0;0
25349;Robert Ellis Miller;0;1980;1;1
25356;Terry George;1;1998;0;1
25361;Giuliano Montaldo;1;1971;1;2
25363;Henry Koster;0;1937;0;0
25366;Tonino Zingardi;1;2003;0;0
25368;Jean Chapot;1;1973;0;0
25369;Eleonora Giorgi;0;2002;0;0
25376;Jeffrey Lau;0;2002;0;0
25380;Daniele D'Anza;0;1967;2;0
25381;Daniele D'Anza;0;1967;2;0
25382;Daniele D'Anza;0;1967;2;0
25385;Daniele D'Anza;0;1967;2;0
25386;Penelope Spheeris;0;1998;4;2
25388;John Whitesell;0;2001;1;0
25394;Orson Welles;1;1948;1;2
25403;Emanuela Piovano;1;2003;0;0
25404;Norman Jewison;1;2001;11;7
25415;Paolo VirzÃ¬;0;2003;5;0
25428;John McTiernan;1;2003;0;0
25429;Ettore Scola;0;2003;19;4
25430;Steve Carr;0;2003;1;0
25430;Steve Carr;0;2003;1;0
25431;Massimo Ceccherini;0;2003;4;0
25434;Jean-Gabriel Albicocco;1;1962;0;0
25459;Joseph Sargent;1;2000;0;4
25460;John Guillermin;0;1962;0;0
25462;Reginald Hudlin;0;2002;2;0
25465;Ambrogio Lo Giudice;1;2003;0;0
25466;Ricky Tognazzi;1;2003;1;5
25466;Simona Izzo;1;2003;3;0
25468;Yasujiro Ozu;1;1960;8;20
25469;Yasujiro Ozu;0;1929;0;0
25474;Paolo Bianchini;1;2001;1;1
25475;FranÃ§ois Ozon;1;1999;1;0
25477;Barbara Barni;0;2003;0;0
25484;Giorgio Simonelli;0;1961;16;2
25508;Alessandro Benvenuti;0;2003;9;0
25513;Josef Fares;0;2003;1;0
25514;Pasquale Scimeca;1;2003;0;4
25515;Andrea Manni;1;2003;0;0
25516;Martin Brest;1;2003;3;2
25517;Francis Veber;0;2003;8;0
25518;Richard Curtis;0;2003;0;0
25522;David Zucker;0;1998;5;0
25525;Joel Hershman;0;2000;0;0
25529;Lisa Krueger;0;2000;0;0
25540;Michael Ritchie;0;1977;2;2
25548;Jon Favreau;0;2003;0;0
25552;Bigas Luna;1;2001;1;5
25553;Rocco Cesareo;1;2003;0;0
25554;Richard Lester;0;1965;1;0
25556;Jay Russell;1;2002;1;0
25560;Giovanni Morricone;0;2003;0;0
25565;Bill Bannerman;0;2000;0;0
25566;Richard Martin;0;1998;0;0
25569;Kevin Lima;0;2003;1;0
25572;Dagur KÃ¡ri;1;2003;0;0
25575;Rob Reiner;0;2003;5;2
25577;Luciano Odorisio;0;1982;0;0
25583;Francesco Maselli;1;1975;2;4
25584;Jean-Jacques Annaud;0;1978;0;0
25585;Catherine Hardwicke;1;2003;0;0
25586;Chen Kaige;1;2002;0;4
25588;Roger Vadim;0;1956;0;0
25590;Michael Haneke;1;1992;0;1
25592;Ralph Thomas;0;1956;1;0
25596;Luigi Faccini;1;1976;0;0
25605;Sacha Guitry;0;1951;7;0
25606;Sacha Guitry;0;1937;2;0
25609;Guy Green;1;1965;0;3
25614;Michele Soavi;1;2002;0;1
25615;Baltasar KormÃ¡kur;0;2000;0;0
25616;Edoardo Winspeare;1;1996;0;0
25625;John Sayles;1;1983;0;1
25626;Claude Binyon;1;1948;0;0
25633;Marcello Pagliero;1;1946;0;1
25637;Malcolm D. Lee;0;1999;0;0
25641;John Sayles;1;1980;0;0
25646;Mark Waters;0;2003;2;0
25653;Phil Rosen;0;1941;0;0
25659;Michel Munz;0;2002;0;0
25659;GÃ©rard Bitton;0;2002;0;0
25662;Giancarlo Cobelli;0;1970;0;0
25664;Yasujiro Ozu;0;1930;1;0
25665;Yasujiro Ozu;0;1931;3;1
25668;Daniela Fejerman;0;2002;0;0
25668;InÃ©s ParÃ­s;0;2002;0;0
25672;Peter Werner;0;2001;0;0
25675;Sidney Lumet;1;1983;1;13
25676;Kristian Levring;1;2000;0;0
25678;Claude Miller;0;1985;0;3
25681;Brad Anderson;0;1998;0;0
25686;Umberto Marino;1;2002;2;1
25687;Joseph Losey;1;1963;1;6
25690;Mike Newell;0;2003;4;3
25694;JÃºlio Bressane;1;1969;0;1
25703;Henri-Georges Clouzot;1;1957;1;5
25705;David Lean;0;1945;1;0
25706;Victor Erice;1;1973;0;1
25708;JÃ¶rg GrÃ¼nler;1;2001;0;0
25718;Terence Young;1;1969;0;1
25724;Fausto Tozzi;0;1971;0;0
25732;David Gordon Green;1;2000;0;0
25735;Neri Parenti;0;2003;29;0
25736;Leonardo Pieraccioni;0;2003;5;0
25739;Vincenzo Salemme;0;2003;4;0
25747;Yasujiro Ozu;0;1959;7;19
25753;Luca Manfredi;0;2003;3;0
25757;Jerry Lewis;0;1960;0;0
25772;Vincent Bal;0;2001;0;0
25777;Ian Barry;0;2003;0;0
25779;Jean-Marie Straub;1;2003;0;5
25779;DaniÃ¨le Huillet;1;2003;0;5
25780;Neal Jimenez;1;1992;0;0
25780;Michael Steinberg;1;1992;0;0
25781;Anthony Pullen Shaw;1;1999;0;0
25784;Alan Metter;0;2000;7;0
25786;Robert Rodriguez;0;2003;3;0
25789;Jim Sheridan;1;2002;0;3
25790;David Greene;1;1968;0;1
25794;Kim Ki-duk;1;2001;0;2
25797;Mariano Laurenti;0;1973;9;0
25798;Alan Romano (Mario Bianchi);0;1982;0;0
25799;Yasujiro Ozu;1;1934;5;6
25814;Alan Jacobs;0;2000;0;0
25818;Gigi Gaston;1;2001;0;0
25821;Jerry Lewis;0;1961;1;0
25823;Howard Hawks;1;1965;8;11
25827;Ivan Pyryev;0;1944;1;0
25835;Robert Bresson;1;1943;0;0
25850;Roger Michell;1;2003;1;0
25851;Marc Esposito;0;2003;0;0
25852;Lisa Cholodenko;0;2002;0;0
25861;Koji Wakamatsu;1;1969;0;4
25862;Koji Wakamatsu;1;1966;0;0
25877;Giulio Manfredonia;0;2003;1;0
25881;Peyton Reed;0;2003;2;0
25882;Gianfranco Baldanello;0;1975;0;0
25884;Richard Linklater;0;2003;2;0
25886;Vadim Perelman;1;2003;0;0
25888;Goran Paskaljevic;1;1982;0;0
25889;Gianfranco Fiore Donati;1;1985;0;0
25890;Kim Ki-duk;1;2000;0;1
25894;Gianni Franciolini;0;1949;1;3
25897;J. Lee Thompson;0;1954;0;0
